ticker,market_cap,pe,pb,roce_pct,roe_pct,peg,debt_to_equity,opm_pct,insider_holding_pct,pledging_status,market_cap_ok,pe_ok,pb_ok,roce_ok,roe_ok,peg_ok,de_ok,opm_ok,insider_holding_ok,unknown_metric_count,qualified
TSCO,17100536832,17.09375,6.531343,17.64,39.51,1.5464,248.71,12.07,0.35,NOT AVAILABLE - manual check only,True,True,False,True,True,True,False,False,False,0,False
TT,93142409216,31.568232,10.815237,25.8,36.64,1.4886,53.404,19.25,0.27,NOT AVAILABLE - manual check only,True,False,False,True,True,True,True,True,False,0,False
TDG,60185096192,32.665756,-6.4058127,20.27,,3.0456,,46.01,0.41,NOT AVAILABLE - manual check only,True,False,True,True,,False,,True,False,2,False
TRV,79152136192,10.198603,2.3900666,,26.51,,27.378,23.7,0.28,NOT AVAILABLE - manual check only,True,True,True,,True,,True,True,False,2,False
TRMB,13368200192,,2.3563502,7.48,-1.94,1.3503,28.553,15.13,0.4,NOT AVAILABLE - manual check only,True,,True,False,False,True,True,True,False,1,False
TFC,59187793920,11.137932,1.0085766,,9.06,1.1091,,39.81,0.18,NOT AVAILABLE - manual check only,True,True,True,,False,True,,True,False,2,False
TYL,13988068352,44.825462,4.6031213,10.18,9.73,1.5885,47.906,14.74,0.52,NOT AVAILABLE - manual check only,True,False,False,False,False,True,True,False,False,0,False
TSN,18385145856,32.25926,1.0169294,4.02,3.26,1.0438,44.025,2.71,2.62,NOT AVAILABLE - manual check only,True,False,True,False,False,True,True,False,False,0,False
USB,93872603136,12.025948,1.5484054,,12.62,1.802,,39.65,0.12,NOT AVAILABLE - manual check only,True,True,True,,False,True,,True,False,2,False
UBER,144756244480,15.541668,5.292756,12.61,37.16,6.0166,51.872,13.32,0.21,NOT AVAILABLE - manual check only,True,True,False,False,True,False,True,False,False,0,False
UDR,12675340288,21.651897,3.7956285,6.21,13.74,,156.144,20.18,0.44,NOT AVAILABLE - manual check only,True,True,False,False,False,,False,True,False,1,False
ULTA,23248519168,19.78639,8.56605,32.44,46.12,1.9112,95.472,12.51,0.25,NOT AVAILABLE - manual check only,True,True,False,True,True,True,True,False,False,0,False
UNP,167814463488,22.85437,8.636419,16.19,39.7,2.7883,150.772,40.98,0.07,NOT AVAILABLE - manual check only,True,True,False,True,True,False,False,True,False,0,False
UAL,34936684544,10.078651,2.0924942,10.88,23.25,6.5026,201.641,5.53,0.59,NOT AVAILABLE - manual check only,True,True,True,False,True,False,False,False,False,0,False
UPS,85222785024,18.618958,5.657724,14.24,29.6,1.4038,189.9,9.05,0.02,NOT AVAILABLE - manual check only,True,True,False,False,True,True,False,False,False,0,False
URI,62399963136,24.122473,6.775316,15.56,28.89,1.3069,166.793,25.99,0.43,NOT AVAILABLE - manual check only,True,True,False,True,True,True,False,True,False,0,False
UNH,336786554880,24.098267,3.4492238,9.6,14.15,1.0195,69.211,7.13,0.25,NOT AVAILABLE - manual check only,True,True,False,False,False,True,True,False,False,0,False
UHS,10652775424,7.377551,1.4177582,17.29,20.95,1.2222,68.74,11.14,4.98,NOT AVAILABLE - manual check only,True,False,True,True,True,True,True,False,False,0,False
VLO,118778716160,17.18875,4.7510076,8.12,27.64,4.0843,40.148,12.27,0.42,NOT AVAILABLE - manual check only,True,True,False,False,True,False,True,False,False,0,False
VEEV,42703458304,43.3087,5.8835998,12.48,14.42,1.1806,2.041,29.64,8.61,NOT AVAILABLE - manual check only,True,False,False,False,False,True,True,True,False,0,False
VTR,44990525440,159.47272,3.0711858,3.28,2.01,5.0279,84.928,14.81,0.51,NOT AVAILABLE - manual check only,True,False,False,False,False,False,True,False,False,0,False
VLTO,23221315584,23.992443,7.510645,22.51,34.31,2.2668,115.978,21.37,0.19,NOT AVAILABLE - manual check only,True,True,False,True,True,False,False,True,False,0,False
VRSN,27305318400,32.7603,-12.113495,,,2.7412,,68.18,10.59,NOT AVAILABLE - manual check only,True,False,True,,,False,,True,False,3,False
VRSK,23122733056,27.109062,-19.800291,34.46,,1.5408,,45.11,0.27,NOT AVAILABLE - manual check only,True,False,True,True,,True,,True,False,2,False
VZ,200800305152,12.585938,1.9322727,8.59,15.84,0.8849,184.081,23.0,0.05,NOT AVAILABLE - manual check only,True,True,True,False,True,True,False,True,False,0,False
VRTX,130788925440,30.037231,6.4606304,21.38,23.54,1.8863,9.767,38.05,0.21,NOT AVAILABLE - manual check only,True,False,False,True,True,True,True,True,False,0,False
VRT,92970795008,54.512417,19.539606,23.42,43.94,0.8072,70.166,20.36,0.24,NOT AVAILABLE - manual check only,True,False,False,True,True,True,True,True,False,0,False
VTRS,19675361280,,1.3608197,-10.61,-2.75,1.0487,95.535,12.55,0.32,NOT AVAILABLE - manual check only,True,,True,False,False,True,True,False,False,1,False
VICI,26546978816,9.344962,0.91005176,7.97,9.85,,60.277,70.18,0.28,NOT AVAILABLE - manual check only,True,False,True,False,False,,True,True,False,1,False
V,690676760576,31.45663,19.604132,41.12,61.19,1.68,67.821,66.13,0.08,NOT AVAILABLE - manual check only,True,False,False,True,True,True,True,True,False,0,False
VST,48183787520,24.25,16.045603,7.08,42.96,0.3488,373.28,13.77,0.78,NOT AVAILABLE - manual check only,True,True,False,False,True,True,False,False,False,0,False
VMRK,48755822592,24.141764,,6.37,8.49,,75.129,29.5,0.48,NOT AVAILABLE - manual check only,True,True,,False,False,,True,True,False,2,False
VMC,31682000896,28.832548,3.7376747,10.35,13.23,1.7986,58.22,21.61,0.23,NOT AVAILABLE - manual check only,True,False,False,False,False,True,True,True,False,0,False
WRB,26023049216,14.423867,2.8075936,,20.21,4.605,31.527,16.39,26.36,NOT AVAILABLE - manual check only,True,True,False,,True,False,True,True,False,1,False
GWW,59611758592,32.160213,14.395936,35.76,46.09,1.7151,61.977,16.07,6.28,NOT AVAILABLE - manual check only,True,False,False,True,True,True,True,True,False,0,False
WAB,47095721984,37.526245,4.2044153,10.74,11.55,,61.686,19.19,0.7,NOT AVAILABLE - manual check only,True,False,False,False,False,,True,True,False,1,False
WMT,847244754944,38.692028,9.013336,18.21,22.31,4.1046,71.653,3.45,44.99,NOT AVAILABLE - manual check only,True,False,False,True,True,False,True,False,False,0,False
DIS,181906456576,21.72165,1.6563944,8.46,8.01,2.8324,39.404,19.3,0.06,NOT AVAILABLE - manual check only,True,True,True,False,False,False,True,True,False,0,False
WBD,70801539072,,2.1568775,4.25,-8.79,55.1758,94.199,5.1,4.14,NOT AVAILABLE - manual check only,True,,True,False,False,False,True,False,False,1,False
WM,85271240704,30.216715,8.596816,10.76,29.84,1.9576,235.301,18.99,0.25,NOT AVAILABLE - manual check only,True,False,False,False,True,True,False,True,False,0,False
WAT,42192424960,109.06599,2.7778354,21.49,1.92,1.5586,36.045,9.42,0.1,NOT AVAILABLE - manual check only,True,False,False,True,False,True,True,False,False,0,False
WEC,34126206976,20.335922,2.5037656,5.59,11.99,2.0294,157.985,21.8,0.15,NOT AVAILABLE - manual check only,True,True,False,False,False,False,False,True,False,0,False
WFC,262755287040,12.62936,1.6334549,,12.57,1.4723,,37.39,0.09,NOT AVAILABLE - manual check only,True,True,True,,False,True,,True,False,2,False
WELL,167360053248,104.152466,3.5974162,0.26,3.84,,41.375,16.56,0.06,NOT AVAILABLE - manual check only,True,False,False,False,False,,True,True,False,1,False
WST,25799753728,46.879795,8.631163,16.64,19.09,2.8186,10.585,22.47,0.66,NOT AVAILABLE - manual check only,True,False,False,True,True,False,True,True,False,0,False
WDC,152822480896,15.733852,20.266315,104.67,130.85,0.7939,13.436,43.61,0.51,NOT AVAILABLE - manual check only,True,True,False,True,True,True,True,True,False,0,False
WY,15611142144,32.81818,1.6507888,3.48,4.97,,57.625,8.03,0.33,NOT AVAILABLE - manual check only,True,False,True,False,False,,True,False,False,1,False
WSM,25781770240,22.453333,13.785894,40.94,54.96,2.4777,71.369,17.27,1.12,NOT AVAILABLE - manual check only,True,True,False,True,True,False,True,True,False,0,False
WMB,87835656192,28.60956,6.676274,9.66,21.5,2.0416,200.371,39.54,0.45,NOT AVAILABLE - manual check only,True,False,False,False,True,False,False,True,False,0,False
WTW,28882241536,19.256346,3.7621424,14.25,19.76,,91.39,17.56,0.27,NOT AVAILABLE - manual check only,True,True,False,False,True,,True,True,False,1,False
WDAY,48026480640,40.504063,7.4250154,9.6,16.01,0.6862,58.39,11.82,2.18,NOT AVAILABLE - manual check only,True,False,False,False,True,True,True,False,False,0,False
WYNN,8542713856,19.894484,-49.88575,9.94,,0.7488,,16.54,27.45,NOT AVAILABLE - manual check only,True,True,True,False,,True,,True,False,2,False
XEL,45991821312,20.172602,1.9110776,4.19,9.92,1.8278,173.135,22.7,0.2,NOT AVAILABLE - manual check only,True,True,True,False,False,True,False,True,False,0,False
XYL,25123180544,25.61905,2.2830467,8.19,9.18,1.3052,28.642,17.0,0.34,NOT AVAILABLE - manual check only,True,False,True,False,False,True,True,True,False,0,False
YUM,37046321152,17.075472,-5.144384,38.59,,1.7415,,32.78,0.16,NOT AVAILABLE - manual check only,True,True,True,True,,True,,True,False,2,False
ZBRA,16567369728,31.938475,4.798372,10.05,15.29,0.575,86.23,21.26,0.85,NOT AVAILABLE - manual check only,True,False,False,False,True,True,True,True,False,0,False
ZBH,17977028608,22.876215,1.4230281,5.48,6.41,0.6083,60.175,17.96,0.16,NOT AVAILABLE - manual check only,True,True,True,False,False,True,True,True,False,0,False
ZTS,30173587456,11.911908,9.314963,27.07,64.91,6.7932,293.996,40.72,0.16,NOT AVAILABLE - manual check only,True,True,False,True,True,False,False,True,False,0,False
